Total Stock Market Index Fund Investor Shares (VTSMX) , , ,  
Holding details,2020-07-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of fund*,Sector,Market,Security depository receipt type
,"2224701","GLW","Corning Inc.",21621998,$670281938,0.072540425,"Electronic Components","US",---
,"B87ZMX0","PANW","Palo Alto Networks Inc.",2609051,$667708331.92,0.0722618997,"Systems Software","US",---
,"2967181","WMB","Williams Cos. Inc.",34494546,$659880664.98,0.0714147602,"Oil & Gas Storage & Transportation","US",---
,"2674458","PAYX","Paychex Inc.",9163303,$659024751.76,0.0713221301,"Data Processing & Outsourced Services","US",---
,"2094670","BBY","Best Buy Co. Inc.",6607076,$657998698.84,0.0712110868,"Computer & Electronics Retail","US",---
,"BYRY499","KHC","Kraft Heinz Co.",19075491,$655815380.58,0.0709747999,"Packaged Foods & Meats","US",---
,"2671501","PH","Parker-Hannifin Corp.",3649964,$653051558.88,0.0706756887,"Industrial Machinery","US",---
,"2041364","VLO","Valero Energy Corp.",11596521,$652072375.83,0.0705697179,"Oil & Gas Refining & Marketing","US",---
,"2250687","DHI","DR Horton Inc.",9814959,$649357687.44,0.0702759241,"Homebuilding","US",---
,"BD8DJ71","SNAP","Snap Inc.",28710936,$643699185.12,0.0696635398,"Interactive Media & Services","US",---
,"2009210","ARE","Alexandria Real Estate Equities Inc.",3589762,$637362243.1,0.0689777321,"Office REITs","US",---
,"BYVYHH4","WELL","Welltower Inc.",11873601,$635950069.56,0.0688249014,"Health Care REITs","US",---
,"2126249","MTD","Mettler-Toledo International Inc.",679015,$634879025,0.068708989,"Life Sciences Tools & Services","US",---
,"BDZCRX3","RNG","RingCentral Inc. Class A",2186424,$634653294.48,0.0686845596,"Application Software","US",---
,"2280220","DTE","DTE Energy Co.",5463251,$631715713.13,0.0683666435,"Multi-Utilities","US",---
,"B11FJK3","TDG","TransDigm Group Inc.",1460826,$630463285.08,0.068231101,"Aerospace & Defense","US",---
,"2272476","DLTR","Dollar Tree Inc.",6740657,$629240330.95,0.0680987483,"General Merchandise Stores","US",---
,"BRTLC06","LBRDK","Liberty Broadband Corp.",4583610,$629192144.7,0.0680935334,"Cable & Satellite","US",---
,"2142922","VRSN","VeriSign Inc.",2952798,$625048280.64,0.0676450689,"Internet Services & Infrastructure","US",---
,"B4R28B3","FLT","FleetCor Technologies Inc.",2383594,$616325900.58,0.0667011003,"Data Processing & Outsourced Services","US",---
,"2437071","BMRN","BioMarin Pharmaceutical Inc.",5143192,$616205833.52,0.0666881062,"Biotechnology","US",---
,"2131179","AVB","AvalonBay Communities Inc.",4003339,$612991267.68,0.0663402138,"Residential REITs","US",---
,"2036070","ALXN","Alexion Pharmaceuticals Inc.",5967834,$611643306.66,0.0661943324,"Biotechnology","US",---
,"2422806","HSY","Hershey Co.",4189282,$609163495.62,0.0659259579,"Packaged Foods & Meats","US",---
,"2146838","BF.B","Brown-Forman Corp. Class B",8781365,$608899849.1,0.0658974251,"Distillers & Vintners","US",---
,"2089212","AME","AMETEK Inc.",6524055,$608368128.75,0.0658398803,"Electrical Components & Equipment","US",---
,"BK73B42","CTVA","Corteva Inc.",21280742,$607777991.52,0.0657760135,"Fertilizers & Agricultural Chemicals","US",---
,"2842040","STT","State Street Corp.",9495397,$605711374.63,0.0655523565,"Asset Management & Custody Banks","US",---
,"BYT3MK1","FTV","Fortive Corp.",8623124,$605257073.56,0.0655031903,"Industrial Machinery","US",---
,"2185284","CERN","Cerner Corp.",8649496,$600707497.2,0.0650108181,"Health Care Technology","US",---
,"2829515","EIX","Edison International",10751381,$598529380.27,0.0647750941,"Electric Utilities","US",---
,"2317087","ETR","Entergy Corp.",5688804,$598063964.52,0.0647247251,"Electric Utilities","US",---
,"B783TY6","APTV","Aptiv plc",7623020,$592689805,0.0641431134,"Auto Parts & Equipment","JE",---
,"BYVMW06","HLT","Hilton Worldwide Holdings Inc.",7886301,$591866890.05,0.0640540544,"Hotels, Resorts & Cruise Lines","US",---
,"2679204","ALGN","Align Technology Inc.",2013291,$591545161.62,0.0640192358,"Health Care Supplies","US",---
,"2958936","WY","Weyerhaeuser Co.",21208607,$589811360.67,0.0638315973,"Specialized REITs","US",---
,"2724193","O","Realty Income Corp.",9768889,$586621784.45,0.0634864094,"Retail REITs","US",---
,"2680905","PPL","PPL Corp.",21831647,$581158443.14,0.0628951461,"Electric Utilities","US",---
,"BD87XR1","COUP","Coupa Software Inc.",1892789,$580045189.05,0.0627746656,"Application Software","US",---
,"2359506","AJG","Arthur J Gallagher & Co.",5394773,$579884149.77,0.0627572373,"Insurance Brokers","US",---
,"2210614","MAR","Marriott International Inc./MD Class A",6911134,$579325807.55,0.0626968114,"Hotels, Resorts & Cruise Lines","US",---
,"BGSXTS3","MRNA","Moderna Inc.",7735189,$573177504.9,0.0620314191,"Biotechnology","US",---
,"2738127","SGEN","Seattle Genetics Inc.",3446168,$572994353.36,0.0620115977,"Biotechnology","US",---
,"2319157","EQR","Equity Residential",10595508,$568237094.04,0.0614967493,"Residential REITs","US",---
,"2050832","AEE","Ameren Corp.",7010382,$562513051.68,0.0608772719,"Multi-Utilities","US",---
,"2950482","WST","West Pharmaceutical Services Inc.",2090499,$562072466.13,0.0608295901,"Health Care Supplies","US",---
,"2319146","EFX","Equifax Inc.",3446608,$560280596.48,0.0606356673,"Research & Consulting Services","US",---
,"2208073","CPRT","Copart Inc.",6008261,$560270338.25,0.0606345571,"Diversified Support Services","US",---
,"2511920","LEN","Lennar Corp. Class A",7730499,$559301602.65,0.0605297169,"Homebuilding","US",---
,"2656423","ODFL","Old Dominion Freight Line Inc.",3012842,$550807774.44,0.0596104829,"Trucking","US",---
,"B4WHY15","FRC","First Republic Bank/CA",4868061,$547559501.28,0.0592589426,"Regional Banks","US",---
,"2812452","SPG","Simon Property Group Inc.",8709285,$543023919.75,0.058768085,"Retail REITs","US",---
,"B5B2106","FTNT","Fortinet Inc.",3898474,$539158954.2,0.0583498039,"Systems Software","US",---
,"B0J7D57","AMP","Ameriprise Financial Inc.",3476483,$534092083.29,0.0578014482,"Asset Management & Custody Banks","US",---
,"2928683","VFC","VF Corp.",8845668,$533924520.48,0.0577833139,"Apparel, Accessories & Luxury Goods","US",---
,"2352118","FCX","Freeport-McMoRan Inc.",41300287,$533599708.04,0.0577481615,"Copper","US",---
,"BG1FRR1","KKR","KKR & Co. Inc.",15085226,$533564443.62,0.057744345,"Asset Management & Custody Banks","US",---
,"2586122","LH","Laboratory Corp. of America Holdings",2764348,$533298016.16,0.0577155112,"Health Care Services","US",---
,"2122117","TTWO","Take-Two Interactive Software Inc.",3239030,$531265700.6,0.0574955664,"Interactive Home Entertainment","US",---
,"BQZJ0Q9","KEYS","Keysight Technologies Inc.",5305426,$529959003.14,0.0573541507,"Electronic Equipment & Instruments","US",---
,"B03Q9D0","MKTX","MarketAxess Holdings Inc.",1023643,$528916338.1,0.0572413096,"Financial Exchanges & Data","US",---
,"BD8FDD1","TTD","Trade Desk Inc. Class A",1164388,$525511592.16,0.0568728352,"Application Software","US",---
,"2219224","CMS","CMS Energy Corp.",8124595,$521436507.1,0.0564318142,"Multi-Utilities","US",---
,"2507457","AKAM","Akamai Technologies Inc.",4612537,$518633660.28,0.0561284796,"Internet Services & Infrastructure","US",---
,"2471950","INCY","Incyte Corp.",5251398,$518628066.48,0.0561278743,"Biotechnology","US",---
,"2831543","LUV","Southwest Airlines Co.",16763184,$517814753.76,0.0560398545,"Airlines","US",---
,"2573760","MXIM","Maxim Integrated Products Inc.",7569129,$515381993.61,0.0557765721,"Semiconductors","US",---
,"2909730","TSN","Tyson Foods Inc. Class A",8368310,$514232649.5,0.0556521858,"Packaged Foods & Meats","US",---
,"2262530","RSG","Republic Services Inc. Class A",5862930,$511540642.5,0.0553608467,"Environmental & Facilities Services","US",---
,"2433530","HOLX","Hologic Inc.",7330009,$511488028.02,0.0553551525,"Health Care Equipment","US",---
,"2486813","K","Kellogg Co.",7302469,$503797336.31,0.054522837,"Packaged Foods & Meats","US",---
,"BYQRFY1","TDOC","Teladoc Health Inc.",2114309,$502423247.67,0.054374128,"Health Care Technology","US",---
,"2182553","CTXS","Citrix Systems Inc.",3506787,$500628912.12,0.0541799383,"Application Software","US",---
,"2215460","CAG","Conagra Brands Inc.",13141859,$492162619.55,0.0532636843,"Packaged Foods & Meats","US",---
,"2881407","TFX","Teleflex Inc.",1318285,$491852133.5,0.0532300824,"Health Care Equipment","US",---
,"2702791","DGX","Quest Diagnostics Inc.",3800712,$482956473.84,0.0522673607,"Health Care Services","US",---
,"BYMWL86","TRU","TransUnion",5386386,$482458594.02,0.0522134783,"Research & Consulting Services","US",---
,"B00FWN1","ALNY","Alnylam Pharmaceuticals Inc.",3270449,$476700646.24,0.0515903316,"Biotechnology","US",---
,"B02T2J7","LVS","Las Vegas Sands Corp.",10862852,$474054861.28,0.0513039948,"Casinos & Gaming","US",---
,"BD81GW9","INVH","Invitation Homes Inc.",15863042,$473035912.44,0.0511937204,"Residential REITs","US",---
,"BBM5MD6","CDW","CDW Corp./DE",4043668,$470076405,0.0508734314,"Technology Distributors","US",---
,"2900335","TSCO","Tractor Supply Co.",3288422,$469389356.28,0.0507990764,"Specialty Stores","US",---
,"2607647","KSU","Kansas City Southern",2706131,$465048612.35,0.0503293048,"Railroads","US",---
,"BJJP138","CRWD","Crowdstrike Holdings Inc. Class A",4089345,$462913854,0.0500982733,"Systems Software","US",---
,"BQXZP64","W","Wayfair Inc.",1731125,$460635051.25,0.0498516527,"Internet & Direct Marketing Retail","US",---
,"2690830","PXD","Pioneer Natural Resources Co.",4691029,$454654530.68,0.0492044183,"Oil & Gas Exploration & Production","US",---
,"B1W9D46","DAL","Delta Air Lines Inc.",18185577,$454093857.69,0.0491437402,"Airlines","US",---
,"2175672","CAH","Cardinal Health Inc.",8289436,$452768994.32,0.0490003585,"Health Care Distributors","US",---
,"2983563","KMX","CarMax Inc.",4630388,$449008724.36,0.048593408,"Automotive Retail","US",---
,"BZ1LFG7","ROKU","Roku Inc.",2896693,$448668778.77,0.0485566178,"Movies & Entertainment","US",---
,"2100920","FE","FirstEnergy Corp.",15430852,$447494708,0.0484295554,"Electric Utilities","US",---
,"B3SPXZ3","LYB","LyondellBasell Industries NV Class A",7115415,$444855745.8,0.0481439571,"Commodity Chemicals","NL",---
,"2931205","VMC","Vulcan Materials Co.",3764157,$441987314.94,0.0478335247,"Construction Materials","US",---
,"2648668","NTRS","Northern Trust Corp.",5625702,$440773751.7,0.0477021884,"Asset Management & Custody Banks","US",---
,"2380863","GWW","WW Grainger Inc.",1290583,$440772811.99,0.0477020867,"Trading Companies & Distributors","US",---
,"B1VP7R6","BR","Broadridge Financial Solutions Inc.",3258040,$437685093.6,0.0473679222,"Data Processing & Outsourced Services","US",---
,"B44Z3T8","EPAM","EPAM Systems Inc.",1499643,$435016441.44,0.0470791106,"IT Consulting & Other Services","US",---
,"2892090","TIF","Tiffany & Co.",3453138,$432885379.68,0.0468484791,"Specialty Stores","US",---
,"B1YLC43","DFS","Discover Financial Services",8717800,$430920854,0.0466358708,"Consumer Finance","US",---
,"2476193","HIG","Hartford Financial Services Group Inc.",10179384,$430791530.88,0.046621875,"Multi-line Insurance","US",---
,"B01SD70","DPZ","Domino's Pizza Inc.",1111846,$429850782.06,0.0465200636,"Restaurants","US",---
,"2570200","MAS","Masco Corp.",7513086,$429447995.76,0.0464764726,"Building Products","US",---
,"2222631","COO","Cooper Cos. Inc.",1514874,$428603300.82,0.0463850565,"Health Care Supplies","US",---
,"2965107","NDAQ","Nasdaq Inc.",3262178,$428356593.18,0.0463583569,"Financial Exchanges & Data","US",---
,"2989356","ZBRA","Zebra Technologies Corp.",1508288,$423451856,0.0458275478,"Electronic Equipment & Instruments","US",---
,"2284084","DRE","Duke Realty Corp.",10465869,$420623275.11,0.0455214282,"Industrial REITs","US",---
,"2278407","DOV","Dover Corp.",4085178,$420487371.54,0.0455067202,"Industrial Machinery","US",---
,"2884183","TER","Teradyne Inc.",4708975,$418910416,0.0453360562,"Semiconductor Equipment","US",---
,"BFMXGR0","EVRG","Evergy Inc.",6457983,$418671037.89,0.0453101498,"Electric Utilities","US",---
,"2860257","SUI","Sun Communities Inc.",2791359,$418508454.87,0.0452925544,"Residential REITs","US",---
,"BJBLRK3","PEAK","Healthpeak Properties Inc.",15292315,$417327276.35,0.0451647229,"Health Care REITs","US",---
,"BR9YYP4","QRVO","Qorvo Inc.",3255642,$417210522.3,0.0451520873,"Semiconductors","US",---
,"2316619","ESS","Essex Property Trust Inc.",1862738,$411180786.12,0.0444995266,"Residential REITs","US",---
,"BHKD3S6","DELL","Dell Technologies Inc.",6839661,$409216917.63,0.0442869894,"Technology Hardware, Storage & Periphera","US",---
,"2927925","VTR","Ventas Inc.",10614312,$407165008.32,0.0440649241,"Health Care REITs","US",---
,"BKTNTR9","VIAC","ViacomCBS Inc. Class B",15548375,$405346136.25,0.0438680789,"Broadcasting","US",---
,"2795393","ABC","AmerisourceBergen Corp. Class A",4031699,$403935922.81,0.0437154604,"Health Care Distributors","US",---
,"2655408","OXY","Occidental Petroleum Corp.",25653663,$403788655.62,0.0436995226,"Integrated Oil & Gas","US",---
,"BP96PQ4","CTLT","Catalent Inc.",4621151,$403611328.34,0.0436803315,"Pharmaceuticals","US",---
,"2719951","EXAS","Exact Sciences Corp.",4256631,$403315787.25,0.043648347,"Biotechnology","US",---
,"2909644","TYL","Tyler Technologies Inc.",1128757,$403248438.25,0.0436410582,"Application Software","US",---
,"BL95MY0","PAYC","Paycom Software Inc.",1414458,$402229421.46,0.0435307764,"Application Software","US",---
,"2336747","FITB","Fifth Third Bancorp",20241266,$401991542.76,0.0435050323,"Regional Banks","US",---
,"B3Z5T14","GRMN","Garmin Ltd.",4066903,$400955966.77,0.0433929583,"Consumer Electronics","CH",---
,"2325507","EXPD","Expeditors International of Washington Inc.",4723350,$399170308.5,0.0431997077,"Air Freight & Logistics","US",---
,"BWTN5N1","ETSY","Etsy Inc.",3370579,$399009142.02,0.0431822657,"Internet & Direct Marketing Retail","US",---
,"B6WVMH3","CBRE","CBRE Group Inc. Class A",9041938,$396127303.78,0.0428703823,"Real Estate Services","US",---
,"BJ2Z0H2","PINS","Pinterest Inc. Class A",11494836,$394157926.44,0.0426572489,"Interactive Media & Services","US",---
,"BN33VM5","ANET","Arista Networks Inc.",1504666,$390867086.82,0.0423011019,"Communications Equipment","US",---
,"2637785","NVR","NVR Inc.",99295,$390244244.25,0.0422336956,"Homebuilding","US",---
,"2328603","FMC","FMC Corp.",3678871,$390144269.55,0.0422228759,"Fertilizers & Agricultural Chemicals","US",---
,"2566436","MKL","Markel Corp.",372107,$388680645.78,0.0420644771,"Property & Casualty Insurance","US",---
,"2465254","IP","International Paper Co.",11165060,$388432437.4,0.042037615,"Paper Packaging","US",---
,"2469193","JKHY","Jack Henry & Associates Inc.",2174788,$387764700.4,0.04196535,"Data Processing & Outsourced Services","US",---
,"2589132","MAA","Mid-America Apartment Communities Inc.",3250767,$387458918.73,0.0419322572,"Residential REITs","US",---
,"2023748","HES","Hess Corp.",7863753,$386975285.13,0.0418799165,"Oil & Gas Exploration & Production","US",---
,"2437264","HRL","Hormel Foods Corp.",7605682,$386824986.52,0.0418636507,"Packaged Foods & Meats","US",---
,"BFY8C75","STE","STERIS plc",2407260,$384270913.8,0.0415872393,"Health Care Equipment","IE",---
,"BDV82B8","LDOS","Leidos Holdings Inc.",4032535,$383736030.6,0.0415293523,"IT Consulting & Other Services","US",---
,"2464165","IFF","International Flavors & Fragrances Inc.",3036872,$382494028.4,0.0413949381,"Specialty Chemicals","US",---
,"2973821","LNT","Alliant Energy Corp.",7088770,$381730264.5,0.0413122807,"Electric Utilities","US",---
,"BJ7WJS2","PTON","Peloton Interactive Inc. Class A",5566247,$379729370.34,0.0410957365,"Leisure Products","US",---
,"B02HWR9","EXR","Extra Space Storage Inc.",3671873,$379451355.82,0.0410656487,"Specialized REITs","US",---
,"B1XGNW4","PODD","Insulet Corp.",1860137,$378277460.32,0.0409386053,"Health Care Equipment","US",---
,"2305844","PKI","PerkinElmer Inc.",3169929,$376936257.39,0.0407934553,"Life Sciences Tools & Services","US",---
,"2937689","WAT","Waters Corp.",1761400,$375442410,0.0406317855,"Life Sciences Tools & Services","US",---
,"BKT9Y49","DDOG","Datadog Inc. Class A",3999654,$375407524.44,0.0406280101,"Application Software","US",---
,"B3P2CN8","XYL","Xylem Inc./NY",5119616,$373629575.68,0.0404355938,"Industrial Machinery","US",---
,"2329770","FDS","FactSet Research Systems Inc.",1076021,$372626072.3,0.0403269909,"Financial Exchanges & Data","US",---
,"2315359","ATO","Atmos Energy Corp.",3484309,$369301910.91,0.0399672377,"Gas Utilities","US",---
,"2927516","VAR","Varian Medical Systems Inc.",2583021,$368648757.12,0.039896551,"Health Care Equipment","US",---
,"2340168","MTB","M&T Bank Corp.",3465716,$367192610.2,0.0397389613,"Regional Banks","US",---
,"2572079","MLM","Martin Marietta Materials Inc.",1768949,$366490853.82,0.0396630146,"Construction Materials","US",---
,"2003698","ABMD","ABIOMED Inc.",1213297,$363916302.18,0.0393843869,"Health Care Equipment","US",---
,"2651086","NUE","Nucor Corp.",8567227,$359395172.65,0.0388950933,"Steel","US",---
,"2116228","CHRW","CH Robinson Worldwide Inc.",3832992,$359228010.24,0.0388770024,"Air Freight & Logistics","US",---
,"BYVYWS0","HPE","Hewlett Packard Enterprise Co.",36352860,$358802728.2,0.0388309768,"Technology Hardware, Storage & Periphera","US",---
,"B58YSC6","SSNC","SS&C Technologies Holdings Inc.",6176606,$355154845,0.0384361892,"Application Software","US",---
,"2019479","BXP","Boston Properties Inc.",3977518,$354357078.62,0.0383498519,"Office REITs","US",---
,"2456612","IEX","IDEX Corp.",2143835,$353346884.7,0.0382405249,"Industrial Machinery","US",---
,"BF311Y5","BURL","Burlington Stores Inc.",1870392,$351633696,0.0380551172,"Apparel Retail","US",---
,"2367480","GPC","Genuine Parts Co.",3892489,$350907883.35,0.0379765671,"Distributors","US",---
,"B826YT8","WPC","WP Carey Inc.",4902672,$349903700.64,0.0378678906,"Diversified REITs","US",---
,"BP96PS6","SYF","Synchrony Financial",15777224,$349149967.12,0.0377863188,"Consumer Finance","US",---
,"2130109","OKE","ONEOK Inc.",12508758,$349119435.78,0.0377830146,"Oil & Gas Storage & Transportation","US",---
,"2954699","WDC","Western Digital Corp.",8083537,$348400444.7,0.0377052026,"Technology Hardware, Storage & Periphera","US",---
,"2330299","FICO","Fair Isaac Corp.",782562,$343693404.78,0.0371957891,"Application Software","US",---
